participant,experiment,target,task_type,n_features,n_samples,accuracy_mean,accuracy_std,r2_mean,r2_std
e4,mouth_only,excitement,regression,123,962,,,-0.9176191702326614,0.9489671964107195
e4,mouth_only,mental_demand,regression,123,962,,,-5.634324621326132,6.072393992138584
e4,mouth_only,rushed_pace,regression,123,962,,,-2.8446963057215098,1.4870408491646374
e4,mouth_only,work_effort,regression,123,962,,,-6.344950365360865,5.8870714081517646
e4,mouth_only,stress_annoyance,regression,123,962,,,-27.57674415273529,37.076051249292895
e4,mouth_only,success_level,regression,123,962,,,-0.2896033521354531,0.30999384845538647
e4,eyes_only,session_type,classification,372,962,0.3804484683281412,0.006194324718098987,,
e4,eyes_only,stress_level,regression,372,962,,,-0.752555367078387,0.39056367299888006
e4,eyes_only,attention,regression,372,962,,,-2.2022782679632598,1.1285017994719881
e4,eyes_only,robot_predictability,regression,372,962,,,-0.3388299921800752,0.4724512217649667
e4,eyes_only,excitement,regression,372,962,,,-0.8570033571022453,0.8328727554386252
e4,eyes_only,mental_demand,regression,372,962,,,-5.02613116716191,5.342179458929364
e4,eyes_only,rushed_pace,regression,372,962,,,-2.6880656471587763,1.4208385124101843
e4,eyes_only,work_effort,regression,372,962,,,-6.145984663054452,5.761894983890409
e4,eyes_only,stress_annoyance,regression,372,962,,,-27.88453292430863,37.06562541273037
e4,eyes_only,success_level,regression,372,962,,,-0.27729430131181143,0.3010017205173478
e5,nose_cheeks,session_type,classification,18,741,0.3697705802968961,0.0019085203270892152,,
e5,nose_cheeks,stress_level,regression,18,741,,,-1.5054543500924995,2.0083426883101017
e5,nose_cheeks,attention,regression,18,741,,,-0.47954349372733024,0.0739313555763321
e5,nose_cheeks,robot_predictability,regression,18,741,,,-3.5996853680870053,3.594616459267397
e5,nose_cheeks,excitement,regression,18,741,,,-1.8699026482472876,2.659176069271717
e5,nose_cheeks,mental_demand,regression,18,741,,,-39.09142203860459,43.75183202007105
e5,nose_cheeks,rushed_pace,regression,18,741,,,-47.37349922671704,39.24181905495448
e5,nose_cheeks,work_effort,regression,18,741,,,-3.6617584095485847,2.9806550380693615
e5,nose_cheeks,stress_annoyance,regression,18,741,,,-3.395108485106944,2.9567120481543645
e5,nose_cheeks,success_level,regression,18,741,,,-0.2012987012987011,0.2846793534647136
e5,all_expression,session_type,classification,597,741,0.40080971659919024,0.016528270868982307,,
e5,all_expression,stress_level,regression,597,741,,,-1.713482305456404,2.290489100015455
e5,all_expression,attention,regression,597,741,,,-0.5764517749100058,0.20318514085755085
e5,all_expression,robot_predictability,regression,597,741,,,-3.4778642077743958,3.6037293725900548
e5,all_expression,excitement,regression,597,741,,,-2.004466974589469,2.7987449605319985
e5,all_expression,mental_demand,regression,597,741,,,-36.679084808000916,39.99162344005522
e5,all_expression,rushed_pace,regression,597,741,,,-49.86698914465177,40.84255517344499
e5,all_expression,work_effort,regression,597,741,,,-3.658943324260907,3.1973081294283734
e5,all_expression,stress_annoyance,regression,597,741,,,-3.275083542196971,2.6455814071243378
e5,all_expression,success_level,regression,597,741,,,-0.2012987012987011,0.2846793534647136
e5,mouth_only,session_type,classification,123,741,0.29959514170040485,0.01840510350470425,,
e5,mouth_only,stress_level,regression,123,741,,,-1.5795119484073024,2.0906251597737926
e5,mouth_only,attention,regression,123,741,,,-0.5915122869365218,0.3050748990287083
e5,mouth_only,robot_predictability,regression,123,741,,,-3.687559817102238,3.5697459336534916
e5,mouth_only,excitement,regression,123,741,,,-1.817602997889219,2.464713831215662
e5,mouth_only,mental_demand,regression,123,741,,,-43.06361186282832,49.47522702192219
e5,mouth_only,rushed_pace,regression,123,741,,,-51.09512503315606,44.80896833204861
e5,mouth_only,work_effort,regression,123,741,,,-4.014934502557086,3.206008278988157
e5,mouth_only,stress_annoyance,regression,123,741,,,-3.0704069336677136,2.5162475715132766
e5,mouth_only,success_level,regression,123,741,,,-0.2012987012987011,0.2846793534647136
e5,eyes_only,session_type,classification,372,741,0.36302294197031043,0.01009894031517933,,
e5,eyes_only,stress_level,regression,372,741,,,-1.6246633183139687,2.1691563620322474
e5,eyes_only,attention,regression,372,741,,,-0.6172046607667778,0.30798563375317284
e5,eyes_only,robot_predictability,regression,372,741,,,-3.6802299955723257,3.5896997518948632
e5,eyes_only,excitement,regression,372,741,,,-2.002776697510963,2.7793065207870584
e5,eyes_only,mental_demand,regression,372,741,,,-42.0419659563172,47.47624622341855
e5,eyes_only,rushed_pace,regression,372,741,,,-52.2597445934631,43.77882708583388
e5,eyes_only,work_effort,regression,372,741,,,-3.7548232642334924,3.2086943530901504
e5,eyes_only,stress_annoyance,regression,372,741,,,-3.2729648757306755,2.693872106294336
e5,eyes_only,success_level,regression,372,741,,,-0.2012987012987011,0.2846793534647136
e6,nose_cheeks,session_type,classification,18,1085,0.3198145115624187,0.020319025301926367,,
e6,nose_cheeks,stress_level,regression,18,1085,,,-0.1158248285207173,0.1500638351451531
e6,nose_cheeks,attention,regression,18,1085,,,-0.19130434782608696,0.27054520323659215
e6,nose_cheeks,robot_predictability,regression,18,1085,,,-0.48082395989172705,0.3760896224118422
e6,nose_cheeks,excitement,regression,18,1085,,,-2.099184697134042,1.572822143546672
e6,nose_cheeks,mental_demand,regression,18,951,,,-41.16011352986943,58.07835526565134
e6,nose_cheeks,rushed_pace,regression,18,951,,,-16.139288866666373,11.854356944587893
e6,nose_cheeks,work_effort,regression,18,951,,,-11.175614742278292,13.38935428071408
e6,nose_cheeks,stress_annoyance,regression,18,951,,,-10.19176549022297,11.227242890166792
e6,nose_cheeks,success_level,regression,18,1085,,,-0.133887690725961,0.18970086462632657
e6,all_expression,session_type,classification,597,1085,0.3419267126816751,0.026797130149974098,,
e6,all_expression,stress_level,regression,597,1085,,,-0.12499404557034562,0.16435887124230364
e6,all_expression,attention,regression,597,1085,,,-0.19130434782608696,0.27054520323659215
e6,all_expression,robot_predictability,regression,597,1085,,,-0.5087149813465929,0.38434842302403643
e6,all_expression,excitement,regression,597,1085,,,-2.016732906074129,1.4747491523272243
e6,all_expression,mental_demand,regression,597,951,,,-40.72394093393521,57.498195173456345
e6,all_expression,rushed_pace,regression,597,951,,,-15.934390668891973,11.838337215553318
e6,all_expression,work_effort,regression,597,951,,,-10.996051763965964,13.055729639733876
e6,all_expression,stress_annoyance,regression,597,951,,,-10.21013715366852,11.194785242015842
e6,all_expression,success_level,regression,597,1085,,,-0.10920953700578954,0.18633807147837708
e6,mouth_only,session_type,classification,123,1085,0.2672671064109824,0.010799674170575676,,
e6,mouth_only,stress_level,regression,123,1085,,,-0.13133664540484338,0.17462421934759806
e6,mouth_only,attention,regression,123,1085,,,-0.19130434782608696,0.27054520323659215
e6,mouth_only,robot_predictability,regression,123,1085,,,-0.5784584765298251,0.4231497211180347
e6,mouth_only,excitement,regression,123,1085,,,-2.0352427686108325,1.5911054007961003
e6,mouth_only,mental_demand,regression,123,951,,,-41.660504848534146,58.71967940279063
e6,mouth_only,rushed_pace,regression,123,951,,,-15.79772992842426,11.957543537362955
e6,mouth_only,work_effort,regression,123,951,,,-10.185461460185623,11.837587161157973
e6,mouth_only,stress_annoyance,regression,123,951,,,-9.710835641702277,10.68451348891001
e6,mouth_only,success_level,regression,123,1085,,,-0.1716036059679431,0.19693548622871865
e6,eyes_only,session_type,classification,372,1085,0.27742917922896804,0.0109147659302453,,
e6,eyes_only,stress_level,regression,372,1085,,,-0.13648155261815145,0.17781059694880705
e6,eyes_only,attention,regression,372,1085,,,-0.19130434782608696,0.27054520323659215
e6,eyes_only,robot_predictability,regression,372,1085,,,-0.5706825492874731,0.4202542291284661
e6,eyes_only,excitement,regression,372,1085,,,-2.0869807077438183,1.6336849285679764
e6,eyes_only,mental_demand,regression,372,951,,,-41.760298395108244,58.87970652388399
e6,eyes_only,rushed_pace,regression,372,951,,,-16.16129082166093,12.266214182655565
e6,eyes_only,work_effort,regression,372,951,,,-10.659469646773914,12.442296730190476
e6,eyes_only,stress_annoyance,regression,372,951,,,-9.951551886735594,10.982329258375925
e6,eyes_only,success_level,regression,372,1085,,,-0.15931244560404326,0.2166131529319396
